"";"fishTest.0.01";"fishTest.0.02";"fishTest.0.03";"fishTest.0.04";"fishTest.0.05";"fishTest.0.07";"fishTest.0.09";"fishTest.0.11";"fishTest.0.13";"fishTest.0.15";"fishTest.0.2";"fishTest.0.25";"fishTest.0.3";"fishTest.0.35";"fishTest.0.4";"fishTest.0.45";"fishTest.0.5";"fishTest.0.55";"fishTest.0.6";"fishTest.0.65";"fishTest.0.7";"fishTest.0.75";"fishTest.0.8";"fishTest.0.85";"fishTest.0.9";"fishTest.0.95";"fishTestCompl.0.01";"fishTestCompl.0.02";"fishTestCompl.0.03";"fishTestCompl.0.04";"fishTestCompl.0.05";"fishTestCompl.0.07";"fishTestCompl.0.09";"fishTestCompl.0.11";"fishTestCompl.0.13";"fishTestCompl.0.15";"fishTestCompl.0.2";"fishTestCompl.0.25";"fishTestCompl.0.3";"fishTestCompl.0.35";"fishTestCompl.0.4";"fishTestCompl.0.45";"fishTestCompl.0.5";"fishTestCompl.0.55";"fishTestCompl.0.6";"fishTestCompl.0.65";"fishTestCompl.0.7";"fishTestCompl.0.75";"fishTestCompl.0.8";"fishTestCompl.0.85";"fishTestCompl.0.9";"fishTestCompl.0.95"
"347";0,391;0,706;0,888;0,953;0,985;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,024;0,006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,047;1;1
"348";0,144;0,215;0,262;0,292;0,373;0,506;0,593;0,698;0,767;0,805;0,919;0,972;0,994;0,998;0,999;1;1;1;1;1;1;1;1;1;1;1;0,077;0,058;0,041;0,049;0,03;0,02;0,012;0,009;0,003;0,003;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"349";0,18;0,273;0,383;0,483;0,609;0,789;0,898;0,958;0,989;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,073;0,032;0,019;0,018;0,004;0,003;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"350";0,249;0,421;0,57;0,737;0,835;0,944;0,986;0,996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,042;0,018;0,011;0,005;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"351";0,575;0,874;0,977;0,996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,017;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"352";0,251;0,394;0,544;0,718;0,816;0,951;0,986;0,999;0,998;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,039;0,023;0,022;0,004;0,007;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"353";0,151;0,21;0,275;0,361;0,411;0,548;0,643;0,749;0,825;0,877;0,955;0,984;0,999;0,999;1;1;1;1;1;1;1;1;1;1;1;1;0,082;0,062;0,042;0,033;0,022;0,009;0,007;0,007;0,003;0,005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"354";0,311;0,561;0,782;0,908;0,958;0,994;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,031;0,018;0,004;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"355";0,223;0,354;0,532;0,64;0,725;0,868;0,943;0,977;0,994;0,993;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,045;0,034;0,025;0,011;0,006;0,003;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"356";0,341;0,593;0,802;0,906;0,943;0,99;0,999;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,043;0,01;0,007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"357";0,242;0,424;0,606;0,744;0,863;0,955;0,988;0,998;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,054;0,033;0,013;0,006;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"358";0,549;0,855;0,977;0,996;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,019;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"359";0,197;0,348;0,508;0,651;0,748;0,901;0,947;0,985;0,997;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,068;0,028;0,019;0,009;0,003;0,003;0;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"360";0,227;0,346;0,46;0,573;0,632;0,777;0,84;0,886;0,923;0,966;0,977;0,998;0,999;1;1;1;1;1;1;1;1;1;1;1;0;0;0,04;0,026;0,016;0,004;0,001;0,002;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"361";0,309;0,581;0,761;0,885;0,948;0,995;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,041;0,009;0,006;0,002;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"362";0,707;0,914;0,984;0,993;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,868;0;0;0;0;0;0;0,008;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
"363";0,172;0,189;0,219;0,274;0,331;0,383;0,493;0,56;0,633;0,698;0,828;0,885;0,944;0,975;0,978;0,994;1;0,999;1;1;1;1;1;1;1;1;0,084;0,069;0,059;0,059;0,04;0,027;0,013;0,02;0,012;0,003;0,003;0,001;0;0,002;0;0;0;0;0;0;0;0;0;0;0;0
"364";0,538;0,834;0,957;0,989;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;NA;0;0,026;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"365";0,258;0,484;0,649;0,812;0,874;0,969;0,996;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,041;0,017;0,009;0;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1
"366";0,244;0,427;0,611;0,742;0,827;0,963;0,987;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,048;0,018;0,003;0,007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"367";0,318;0,552;0,772;0,87;0,945;0,986;1;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,017;0,041;0,021;0,006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"368";0,331;0,575;0,726;0,844;0,922;0,976;0,995;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,035;0,012;0,011;0,006;0;0,001;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"369";0,302;0,574;0,78;0,9;0,967;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,026;0,001;0,007;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"370";0,55;0,889;0,971;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,011;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"371";0,385;0,64;0,829;0,918;0,968;0,996;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,038;0,007;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"372";0,31;0,542;0,722;0,841;0,93;0,985;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,043;0,013;0,01;0,001;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"373";0,34;0,601;0,798;0,92;0,966;0,991;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,024;0,002;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"374";0,309;0,55;0,731;0,873;0,941;0,989;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,027;0,016;0,007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"375";0,832;0,994;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"376";0,164;0,264;0,361;0,462;0,577;0,742;0,888;0,94;0,964;0,991;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,083;0,05;0,027;0,018;0,008;0,003;0,003;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"377";0,338;0,568;0,795;0,9;0,966;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,036;0,01;0,003;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"378";0,369;0,676;0,89;0,97;0,993;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,025;0,008;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"379";0,991;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003;0;0;0;0;0;0;0;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1
"380";0,456;0,675;0,773;0,868;0,936;0,976;0,989;0,995;0,996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,02;0,009;0,008;0,005;0,002;0,002;0,002;0,001;0,002;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1
"381";0,246;0,448;0,584;0,735;0,825;0,936;0,972;0,995;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,055;0,028;0,015;0,007;0,003;0,003;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"382";0,16;0,26;0,358;0,41;0,466;0,632;0,743;0,788;0,9;0,91;0,972;0,988;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;0,067;0,041;0,033;0,019;0,022;0,007;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"383";0,187;0,274;0,358;0,49;0,581;0,75;0,852;0,934;0,969;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,069;0,044;0,038;0,012;0,015;0,006;0,004;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"384";0,661;0,95;0,996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,006;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"385";0,657;0,944;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,008;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0,884;1;1;1;1;1;1
"386";0,201;0,308;0,473;0,564;0,681;0,831;0,925;0,964;0,986;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,068;0,045;0,025;0,015;0,006;0,004;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"387";0,117;0,143;0,128;0,153;0,165;0,194;0,249;0,27;0,295;0,345;0,467;0,589;0,695;0,774;0,822;0,905;0,958;0,98;0,991;0,998;1;1;1;1;1;1;0,098;0,076;0,08;0,095;0,064;0,051;0,04;0,032;0,017;0,026;0,012;0,004;0,004;0;0,001;0;0;0;0;0;0;0;0;0;0;0
"388";0,359;0,657;0,86;0,938;0,978;0,999;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,018;0,006;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"389";0,24;0,37;0,574;0,692;0,805;0,903;0,967;0,988;0,996;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,048;0,038;0,012;0,01;0,005;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"390";0,458;0,786;0,922;0,984;0,999;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,024;0,006;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"391";0,19;0,293;0,438;0,509;0,632;0,803;0,916;0,961;0,993;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,056;0,05;0,013;0,012;0,007;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"392";0,525;0,846;0,95;0,986;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0,019;0,005;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
"393";0,197;0,268;0,36;0,478;0,536;0,691;0,839;0,882;0,94;0,97;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,072;0,039;0,035;0,019;0,016;0,003;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"394";0,271;0,467;0,691;0,827;0,918;0,989;0,997;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,04;0,022;0,004;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"395";0,19;0,3;0,444;0,58;0,726;0,863;0,936;0,986;0,992;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,07;0,033;0,024;0,014;0,008;0,001;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"396";0,375;0,639;0,847;0,947;0,978;0,996;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,019;0,006;0,004;0;0,001;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1
"397";0,445;0,748;0,926;0,97;0,989;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,016;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"398";0,187;0,234;0,335;0,387;0,413;0,529;0,627;0,669;0,738;0,781;0,885;0,946;0,972;0,99;0,995;0,998;0,999;1;1;1;1;1;1;1;1;1;0,061;0,057;0,048;0,038;0,022;0,02;0,011;0,008;0,005;0,006;0;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"399";0,124;0,13;0,169;0,167;0,184;0,234;0,28;0,306;0,361;0,399;0,507;0,574;0,657;0,747;0,832;0,864;0,915;0,933;0,962;0,981;0,988;0,996;1;1;1;1;0,09;0,066;0,059;0,047;0,04;0,024;0,023;0,024;0,015;0,008;0,002;0,003;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0
"400";0,783;0,986;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
"401";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,385;0,589;0,002;0,007;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1
"402";0,242;0,317;0,431;0,533;0,598;0,731;0,821;0,865;0,91;0,928;0,981;0,996;0,997;0,998;1;1;1;1;1;1;1;1;1;1;0;0;0,038;0,032;0,019;0,01;0,006;0,002;0,004;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"403";0,173;0,303;0,39;0,514;0,591;0,696;0,825;0,896;0,93;0,961;0,99;0,997;0,999;1;1;1;1;1;1;1;1;1;1;1;1;0,949;0,054;0,035;0,03;0,023;0,011;0,009;0,004;0,002;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"404";0,439;0,713;0,878;0,948;0,975;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,16;0;0,027;0,01;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"405";0,511;0,857;0,965;0,992;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,022;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1
"406";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"407";0,22;0,317;0,432;0,537;0,639;0,746;0,861;0,911;0,947;0,97;0,99;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,051;0,039;0,026;0,021;0,016;0,006;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"408";0,362;0,731;0,928;0,978;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,022;0,006;0,001;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"409";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"410";0,473;0,779;0,941;0,988;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0,017;0,005;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"411";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1
"412";0,22;0,39;0,535;0,698;0,815;0,914;0,973;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,043;0,023;0,012;0,007;0,003;0,001;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"413";0,502;0,853;0,975;0,995;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,011;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"414";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"415";0,357;0,645;0,807;0,917;0,96;0,993;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,022;0,006;0,005;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"416";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
"417";0,202;0,275;0,327;0,418;0,482;0,605;0,661;0,725;0,77;0,855;0,928;0,958;0,977;0,993;0,995;0,999;1;1;1;1;1;1;1;1;1;0;0,068;0,067;0,037;0,025;0,018;0,015;0,011;0,005;0,002;0,004;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"418";0,27;0,499;0,666;0,799;0,906;0,968;0,992;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,047;0,018;0,008;0,003;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"419";0,432;0,671;0,857;0,949;0,956;0,992;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0,027;0,009;0,002;0;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"420";1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1
"421";0,122;0,186;0,194;0,236;0,303;0,339;0,392;0,439;0,488;0,515;0,646;0,701;0,772;0,856;0,892;0,928;0,942;0,971;0,982;0,991;0,997;0,999;1;1;1;1;0,086;0,074;0,052;0,055;0,043;0,022;0,014;0,013;0,008;0,003;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"422";0,198;0,278;0,373;0,467;0,56;0,687;0,804;0,881;0,916;0,966;0,99;0,996;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;0,07;0,044;0,037;0,025;0,02;0,007;0,003;0,002;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
"423";0,993;0,998;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"424";0,305;0,543;0,71;0,845;0,918;0,976;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,032;0,016;0,003;0;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"425";0,303;0,516;0,683;0,787;0,887;0,96;0,987;0,995;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,041;0,021;0,003;0,004;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1
"426";0,327;0,513;0,692;0,798;0,886;0,956;0,977;0,997;0,997;0,999;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,945;0,044;0,014;0,008;0,003;0,007;0,003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"427";0,458;0,803;0,936;0,989;0,995;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0,008;0,004;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"428";0,452;0,74;0,872;0,929;0,969;0,995;0,997;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0,027;0,009;0,002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1
"429";0,848;0,977;0,996;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0,005;0,003;0,002;0,001;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1
"430";1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1
"431";0,324;0,504;0,684;0,763;0,824;0,909;0,962;0,977;0,993;0,998;1;0,998;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0,04;0,024;0,008;0,006;0,003;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1
"432";0,299;0,416;0,563;0,603;0,687;0,783;0,833;0,896;0,899;0,927;0,955;0,982;0,985;0,999;1;1;1;1;1;1;1;0;0;0;0;0;0,033;0,02;0,01;0,003;0;0,002;0;0;0;0,001;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1
"433";0,556;0,728;0,812;0,885;0,902;0,951;0,968;0,985;0,992;0,998;1;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0,004;0,004;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1
"434";0,365;0,65;0,876;0,963;0,988;0,998;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,028;0,004;0,001;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1
"435";0,177;0,242;0,366;0,435;0,534;0,689;0,81;0,871;0,945;0,977;0,994;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0,069;0,057;0,027;0,022;0,024;0,009;0,002;0,003;0,001;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
